booking_id,customer_id,cab_company_name,cab_company_id,driver_id,allocated_vehicle_make_model,vehicle_type,vehicle_seat_capacity,vehicle_colour,cab_current_location_name,cab_current_latitude,cab_current_longitude,distance_from_stadium_km,distance_to_pickup_km,allocation_status,estimated_arrival_to_pickup_min,relative_position_to_pickup,pickup_date,pickup_location_name,pickup_time,pickup_latitude,pickup_longitude,pickup_time_parsed,pickup_datetime
BK04180428,CUST100428,EventLink Rides,CAB204,DRV240428,Toyota Kluger,SUV,6,Blue,South Brisbane staging area,-27.472344,153.016461,1.03,1.44,Allocated,4,Opposite side of stadium precinct,2026-04-18,Heussler Tce Pickup Bay,09:50 PM,-27.46542,153.00412,21:50:00,2026-04-18 21:50:00
BK04180429,CUST100429,BlueLine Cabs,CAB203,DRV240429,Kia Carnival,Maxi Taxi,7,White,Herston staging area,-27.452114,153.025469,2.34,2.87,Allocated,10,Opposite side of stadium precinct,2026-04-18,Baroona Rd Pickup Point,09:55 PM,-27.46849,153.00298,21:55:00,2026-04-18 21:55:00
BK04180430,CUST100430,RiverCity Taxi Network,CAB202,DRV240430,Toyota RAV4 Hybrid,SUV,4,Black,South Brisbane staging area,-27.482446,153.027204,2.57,2.36,Allocated,6,Same side / adjacent side,2026-04-18,Milton Rd Pickup Bay,10:20 PM,-27.46672,153.01109,22:20:00,2026-04-18 22:20:00
BK04180431,CUST100431,EventLink Rides,CAB204,DRV240431,Hyundai Staria,Maxi Taxi,7,Blue,Toowong staging area,-27.496095,152.981059,4.24,3.99,Allocated,15,Same side / adjacent side,2026-04-18,Cribb St Pickup Bay,10:20 PM,-27.46817,153.00639,22:20:00,2026-04-18 22:20:00
BK04180432,CUST100432,CityLoop Taxi Service,CAB206,DRV240432,Kia Carnival,Maxi Taxi,7,Silver,West End staging area,-27.480154,153.009473,1.51,1.81,Allocated,6,Opposite side of stadium precinct,2026-04-18,Castlemaine St Pickup Zone,10:20 PM,-27.46392,153.00872,22:20:00,2026-04-18 22:20:00
BK04180433,CUST100433,RiverCity Taxi Network,CAB202,DRV240433,Toyota Kluger,SUV,6,Grey,Bardon Edge staging area,-27.452824,152.9707,4.01,4.52,Allocated,16,Opposite side of stadium precinct,2026-04-18,Upper Roma St Pickup Zone,11:20 PM,-27.4662,153.01391,23:20:00,2026-04-18 23:20:00
BK04180434,CUST100434,EventLink Rides,CAB204,DRV240434,Kia Carnival,Maxi Taxi,7,Silver,Auchenflower staging area,-27.475102,152.990367,2.0,2.52,Allocated,7,Opposite side of stadium precinct,2026-04-18,Upper Roma St Pickup Zone,10:55 PM,-27.4662,153.01391,22:55:00,2026-04-18 22:55:00
BK04180435,CUST100435,BlueLine Cabs,CAB203,DRV240435,Hyundai Staria,Maxi Taxi,7,Silver,Roma Street staging area,-27.467311,153.016158,0.78,0.25,Allocated,3,Same side / adjacent side,2026-04-18,Upper Roma St Pickup Zone,11:15 PM,-27.4662,153.01391,23:15:00,2026-04-18 23:15:00
BK04180436,CUST100436,RiverCity Taxi Network,CAB202,DRV240436,Toyota HiAce Commuter,Wheelchair / Maxi Taxi,10,Silver,Herston staging area,-27.440858,153.034015,3.83,4.34,Allocated,15,Opposite side of stadium precinct,2026-04-18,Baroona Rd Pickup Point,09:45 PM,-27.46849,153.00298,21:45:00,2026-04-18 21:45:00
BK04180437,CUST100437,NightMove Cabs,CAB205,DRV240437,Toyota Camry Hybrid,Sedan,4,Blue,Bardon Edge staging area,-27.463342,152.976752,3.13,2.71,Allocated,9,Same side / adjacent side,2026-04-18,Heussler Tce Pickup Bay,10:30 PM,-27.46542,153.00412,22:30:00,2026-04-18 22:30:00
BK04180438,CUST100438,NightMove Cabs,CAB205,DRV240438,Skoda Superb,Sedan,4,Grey,Bardon Edge staging area,-27.459783,152.974402,3.43,3.16,Allocated,12,Same side / adjacent side,2026-04-18,Given Tce Pickup Point,10:45 PM,-27.4649,153.00591,22:45:00,2026-04-18 22:45:00
BK04180439,CUST100439,CityLoop Taxi Service,CAB206,DRV240439,Kia Carnival,Maxi Taxi,7,White,West End staging area,-27.508521,153.012536,4.68,4.97,Allocated,16,Opposite side of stadium precinct,2026-04-18,Castlemaine St Pickup Zone,09:15 PM,-27.46392,153.00872,21:15:00,2026-04-18 21:15:00
BK04180440,CUST100440,CityLoop Taxi Service,CAB206,DRV240440,Toyota Corolla Hybrid,Sedan,4,Silver,Bardon Edge staging area,-27.466963,152.975329,3.25,3.81,Allocated,14,Opposite side of stadium precinct,2026-04-18,Upper Roma St Pickup Zone,11:00 PM,-27.4662,153.01391,23:00:00,2026-04-18 23:00:00
BK04180441,CUST100441,EventLink Rides,CAB204,DRV240441,Toyota Camry Hybrid,Sedan,4,Silver,Bardon Edge staging area,-27.45636,152.97537,3.44,3.71,Allocated,12,Opposite side of stadium precinct,2026-04-18,Milton Rd Pickup Bay,11:00 PM,-27.46672,153.01109,23:00:00,2026-04-18 23:00:00
BK04180442,CUST100442,EventLink Rides,CAB204,DRV240442,Hyundai Staria,Maxi Taxi,7,Black,Auchenflower staging area,-27.471262,152.992148,1.67,2.1,Allocated,5,Opposite side of stadium precinct,2026-04-18,Caxton St Pickup Point,10:20 PM,-27.4636,153.01159,22:20:00,2026-04-18 22:20:00
BK04180443,CUST100443,Metro Cabs Brisbane,CAB201,DRV240443,Toyota Corolla Hybrid,Sedan,4,Silver,Spring Hill staging area,-27.458136,153.028656,2.22,1.79,Allocated,6,Same side / adjacent side,2026-04-18,Caxton St Pickup Point,10:10 PM,-27.4636,153.01159,22:10:00,2026-04-18 22:10:00
BK04180444,CUST100444,Metro Cabs Brisbane,CAB201,DRV240444,Hyundai i30 Sedan,Sedan,4,White,Bardon Edge staging area,-27.45035,152.982649,3.11,2.81,Allocated,9,Same side / adjacent side,2026-04-18,Given Tce Pickup Point,10:15 PM,-27.4649,153.00591,22:15:00,2026-04-18 22:15:00
BK04180445,CUST100445,CityLoop Taxi Service,CAB206,DRV240445,Toyota Camry Hybrid,Sedan,4,White,Herston staging area,-27.446282,153.035218,3.49,3.05,Allocated,10,Same side / adjacent side,2026-04-18,Upper Roma St Pickup Zone,10:45 PM,-27.4662,153.01391,22:45:00,2026-04-18 22:45:00
BK04180446,CUST100446,RiverCity Taxi Network,CAB202,DRV240446,Toyota Camry Hybrid,Sedan,4,White,Auchenflower staging area,-27.47137,152.999703,1.0,0.54,Allocated,3,Same side / adjacent side,2026-04-18,Park Rd Pickup Zone,11:15 PM,-27.47197,153.0051,23:15:00,2026-04-18 23:15:00
BK04180447,CUST100447,RiverCity Taxi Network,CAB202,DRV240447,Toyota Camry Hybrid,Sedan,4,Black,Bardon Edge staging area,-27.458626,152.963608,4.5,4.89,Allocated,13,Opposite side of stadium precinct,2026-04-18,Petrie Tce Pickup Point,11:15 PM,-27.4657,153.0125,23:15:00,2026-04-18 23:15:00
BK04180448,CUST100448,RiverCity Taxi Network,CAB202,DRV240448,Toyota RAV4 Hybrid,SUV,4,White,Newmarket Edge staging area,-27.428033,152.994315,4.51,4.26,Allocated,11,Same side / adjacent side,2026-04-18,Given Tce Pickup Point,09:55 PM,-27.4649,153.00591,21:55:00,2026-04-18 21:55:00
BK04180449,CUST100449,CityLoop Taxi Service,CAB206,DRV240449,Toyota RAV4 Hybrid,SUV,4,Grey,Brisbane City staging area,-27.463238,153.045908,3.73,3.46,Allocated,11,Same side / adjacent side,2026-04-18,Milton Rd Pickup Bay,11:05 PM,-27.46672,153.01109,23:05:00,2026-04-18 23:05:00
BK04180450,CUST100450,CityLoop Taxi Service,CAB206,DRV240450,Kia Sorento,SUV,6,White,Toowong staging area,-27.508257,152.996282,4.78,5.19,Allocated,19,Opposite side of stadium precinct,2026-04-18,Caxton St Pickup Point,11:25 PM,-27.4636,153.01159,23:25:00,2026-04-18 23:25:00
BK04180451,CUST100451,BlueLine Cabs,CAB203,DRV240451,Toyota RAV4 Hybrid,SUV,4,Silver,West End staging area,-27.507375,153.019164,4.66,4.94,Allocated,14,Opposite side of stadium precinct,2026-04-18,Castlemaine St Pickup Zone,10:25 PM,-27.46392,153.00872,22:25:00,2026-04-18 22:25:00
BK04180452,CUST100452,CityLoop Taxi Service,CAB206,DRV240452,Hyundai i30 Sedan,Sedan,4,Silver,Auchenflower staging area,-27.474687,153.004024,0.99,0.32,Allocated,3,Same side / adjacent side,2026-04-18,Park Rd Pickup Zone,11:20 PM,-27.47197,153.0051,23:20:00,2026-04-18 23:20:00
BK04180453,CUST100453,Metro Cabs Brisbane,CAB201,DRV240453,Kia Carnival,Maxi Taxi,7,Grey,Brisbane City staging area,-27.455948,153.049736,4.26,3.86,Allocated,12,Same side / adjacent side,2026-04-18,Caxton St Pickup Point,10:25 PM,-27.4636,153.01159,22:25:00,2026-04-18 22:25:00
BK04180454,CUST100454,CityLoop Taxi Service,CAB206,DRV240454,Toyota HiAce Commuter,Wheelchair / Maxi Taxi,10,Grey,Spring Hill staging area,-27.456591,153.02631,2.1,1.65,Allocated,5,Same side / adjacent side,2026-04-18,Caxton St Pickup Point,11:00 PM,-27.4636,153.01159,23:00:00,2026-04-18 23:00:00
BK04180455,CUST100455,BlueLine Cabs,CAB203,DRV240455,Hyundai i30 Sedan,Sedan,4,Blue,Bardon Edge staging area,-27.460527,152.99014,1.91,2.43,Allocated,9,Opposite side of stadium precinct,2026-04-18,Upper Roma St Pickup Zone,11:05 PM,-27.4662,153.01391,23:05:00,2026-04-18 23:05:00
BK04180456,CUST100456,NightMove Cabs,CAB205,DRV240456,Toyota HiAce Commuter,Wheelchair / Maxi Taxi,10,White,Bardon Edge staging area,-27.458177,152.980319,2.91,3.43,Allocated,10,Opposite side of stadium precinct,2026-04-18,Upper Roma St Pickup Zone,10:45 PM,-27.4662,153.01391,22:45:00,2026-04-18 22:45:00
BK04180457,CUST100457,BlueLine Cabs,CAB203,DRV240457,Toyota Corolla Hybrid,Sedan,4,Silver,Herston staging area,-27.437234,153.040595,4.57,4.1,Allocated,12,Same side / adjacent side,2026-04-18,Caxton St Pickup Point,10:30 PM,-27.4636,153.01159,22:30:00,2026-04-18 22:30:00
BK04180458,CUST100458,BlueLine Cabs,CAB203,DRV240458,Kia Sorento,SUV,6,White,Newmarket Edge staging area,-27.433254,152.9917,4.06,3.8,Allocated,11,Same side / adjacent side,2026-04-18,Castlemaine St Pickup Zone,11:50 PM,-27.46392,153.00872,23:50:00,2026-04-18 23:50:00
BK04180459,CUST100459,CityLoop Taxi Service,CAB206,DRV240459,Toyota Kluger,SUV,6,Grey,Petrie Terrace staging area,-27.461615,153.015689,0.92,0.54,Allocated,3,Same side / adjacent side,2026-04-18,Upper Roma St Pickup Zone,10:10 PM,-27.4662,153.01391,22:10:00,2026-04-18 22:10:00
BK04180460,CUST100460,RiverCity Taxi Network,CAB202,DRV240460,Toyota RAV4 Hybrid,SUV,4,Blue,Herston staging area,-27.44607,153.038012,3.72,3.51,Allocated,10,Same side / adjacent side,2026-04-18,Milton Rd Pickup Bay,11:30 PM,-27.46672,153.01109,23:30:00,2026-04-18 23:30:00
BK04180461,CUST100461,CityLoop Taxi Service,CAB206,DRV240461,Toyota Corolla Hybrid,Sedan,4,White,Herston staging area,-27.444146,153.034888,3.63,3.39,Allocated,12,Same side / adjacent side,2026-04-18,Castlemaine St Pickup Zone,11:05 PM,-27.46392,153.00872,23:05:00,2026-04-18 23:05:00
BK04180462,CUST100462,RiverCity Taxi Network,CAB202,DRV240462,Skoda Superb,Sedan,4,White,Spring Hill staging area,-27.460689,153.029605,2.21,1.67,Allocated,5,Same side / adjacent side,2026-04-18,Upper Roma St Pickup Zone,10:15 PM,-27.4662,153.01391,22:15:00,2026-04-18 22:15:00
BK04180463,CUST100463,RiverCity Taxi Network,CAB202,DRV240463,Kia Carnival,Maxi Taxi,7,Silver,Toowong staging area,-27.503636,153.000402,4.19,3.99,Allocated,13,Same side / adjacent side,2026-04-18,Cribb St Pickup Bay,11:45 PM,-27.46817,153.00639,23:45:00,2026-04-18 23:45:00
BK04180464,CUST100464,NightMove Cabs,CAB205,DRV240464,Toyota RAV4 Hybrid,SUV,4,Blue,Brisbane City staging area,-27.456801,153.052957,4.54,4.28,Allocated,11,Same side / adjacent side,2026-04-18,Milton Rd Pickup Bay,10:05 PM,-27.46672,153.01109,22:05:00,2026-04-18 22:05:00
BK04180465,CUST100465,CityLoop Taxi Service,CAB206,DRV240465,Toyota Kluger,SUV,6,Blue,Brisbane City staging area,-27.467651,153.056099,4.72,5.13,Allocated,16,Opposite side of stadium precinct,2026-04-18,Heussler Tce Pickup Bay,11:15 PM,-27.46542,153.00412,23:15:00,2026-04-18 23:15:00
BK04180466,CUST100466,CityLoop Taxi Service,CAB206,DRV240466,Toyota Kluger,SUV,6,Grey,Toowong staging area,-27.486595,152.976028,3.88,3.33,Allocated,10,Same side / adjacent side,2026-04-18,Baroona Rd Pickup Point,11:25 PM,-27.46849,153.00298,23:25:00,2026-04-18 23:25:00
BK04180467,CUST100467,EventLink Rides,CAB204,DRV240467,Hyundai Staria,Maxi Taxi,7,White,Milton staging area,-27.468594,153.000088,0.84,0.62,Allocated,3,Same side / adjacent side,2026-04-18,Cribb St Pickup Bay,10:15 PM,-27.46817,153.00639,22:15:00,2026-04-18 22:15:00
BK04180468,CUST100468,EventLink Rides,CAB204,DRV240468,Toyota Camry Hybrid,Sedan,4,Grey,Spring Hill staging area,-27.451163,153.041854,3.73,3.32,Allocated,10,Same side / adjacent side,2026-04-18,Petrie Tce Pickup Point,11:35 PM,-27.4657,153.0125,23:35:00,2026-04-18 23:35:00
BK04180469,CUST100469,RiverCity Taxi Network,CAB202,DRV240469,Toyota RAV4 Hybrid,SUV,4,White,Auchenflower staging area,-27.473673,152.985028,2.42,2.68,Allocated,7,Opposite side of stadium precinct,2026-04-18,Milton Rd Pickup Bay,10:10 PM,-27.46672,153.01109,22:10:00,2026-04-18 22:10:00
BK04180470,CUST100470,RiverCity Taxi Network,CAB202,DRV240470,Kia Carnival,Maxi Taxi,7,Silver,Bardon Edge staging area,-27.466318,152.997476,1.07,0.66,Allocated,3,Same side / adjacent side,2026-04-18,Heussler Tce Pickup Bay,10:20 PM,-27.46542,153.00412,22:20:00,2026-04-18 22:20:00
BK04180471,CUST100471,BlueLine Cabs,CAB203,DRV240471,Hyundai i30 Sedan,Sedan,4,White,Brisbane City staging area,-27.470756,153.053481,4.48,4.21,Allocated,12,Same side / adjacent side,2026-04-18,Milton Rd Pickup Bay,10:35 PM,-27.46672,153.01109,22:35:00,2026-04-18 22:35:00
BK04180472,CUST100472,RiverCity Taxi Network,CAB202,DRV240472,Skoda Superb,Sedan,4,Black,Auchenflower staging area,-27.470976,152.998386,1.09,1.62,Allocated,4,Opposite side of stadium precinct,2026-04-18,Upper Roma St Pickup Zone,11:55 PM,-27.4662,153.01391,23:55:00,2026-04-18 23:55:00
BK04180473,CUST100473,NightMove Cabs,CAB205,DRV240473,Toyota RAV4 Hybrid,SUV,4,White,Newmarket Edge staging area,-27.430363,153.025601,4.38,5.05,Allocated,14,Opposite side of stadium precinct,2026-04-18,Park Rd Pickup Zone,11:20 PM,-27.47197,153.0051,23:20:00,2026-04-18 23:20:00
BK04180474,CUST100474,BlueLine Cabs,CAB203,DRV240474,Kia Carnival,Maxi Taxi,7,White,Roma Street staging area,-27.468573,153.019073,1.09,1.36,Allocated,4,Opposite side of stadium precinct,2026-04-18,Given Tce Pickup Point,10:05 PM,-27.4649,153.00591,22:05:00,2026-04-18 22:05:00
BK04180475,CUST100475,CityLoop Taxi Service,CAB206,DRV240475,Toyota RAV4 Hybrid,SUV,4,Grey,Brisbane City staging area,-27.483592,153.047147,4.27,3.95,Allocated,13,Same side / adjacent side,2026-04-18,Petrie Tce Pickup Point,10:00 PM,-27.4657,153.0125,22:00:00,2026-04-18 22:00:00
BK04180476,CUST100476,Metro Cabs Brisbane,CAB201,DRV240476,Toyota Corolla Hybrid,Sedan,4,Blue,Brisbane City staging area,-27.469719,153.025755,1.76,2.19,Allocated,7,Opposite side of stadium precinct,2026-04-18,Heussler Tce Pickup Bay,09:55 PM,-27.46542,153.00412,21:55:00,2026-04-18 21:55:00
BK04180477,CUST100477,NightMove Cabs,CAB205,DRV240477,Toyota RAV4 Hybrid,SUV,4,Silver,Toowong staging area,-27.493419,152.986461,3.67,3.43,Allocated,12,Same side / adjacent side,2026-04-18,Cribb St Pickup Bay,11:00 PM,-27.46817,153.00639,23:00:00,2026-04-18 23:00:00
BK04180478,CUST100478,Metro Cabs Brisbane,CAB201,DRV240478,Toyota Corolla Hybrid,Sedan,4,White,Toowong staging area,-27.488809,152.986574,3.26,2.62,Allocated,8,Same side / adjacent side,2026-04-18,Park Rd Pickup Zone,11:05 PM,-27.47197,153.0051,23:05:00,2026-04-18 23:05:00
BK04180479,CUST100479,RiverCity Taxi Network,CAB202,DRV240479,Toyota RAV4 Hybrid,SUV,4,White,Toowong staging area,-27.497893,152.989568,3.93,3.7,Allocated,12,Same side / adjacent side,2026-04-18,Cribb St Pickup Bay,10:20 PM,-27.46817,153.00639,22:20:00,2026-04-18 22:20:00
BK04180480,CUST100480,BlueLine Cabs,CAB203,DRV240480,Toyota RAV4 Hybrid,SUV,4,Black,Brisbane City staging area,-27.461019,153.047949,3.96,3.41,Allocated,9,Same side / adjacent side,2026-04-18,Upper Roma St Pickup Zone,09:45 PM,-27.4662,153.01391,21:45:00,2026-04-18 21:45:00
BK04180481,CUST100481,BlueLine Cabs,CAB203,DRV240481,Toyota Kluger,SUV,6,White,Red Hill staging area,-27.45383,153.003796,1.49,1.25,Allocated,3,Same side / adjacent side,2026-04-18,Given Tce Pickup Point,10:10 PM,-27.4649,153.00591,22:10:00,2026-04-18 22:10:00
BK04180482,CUST100482,RiverCity Taxi Network,CAB202,DRV240482,Skoda Superb,Sedan,4,Grey,Brisbane City staging area,-27.47075,153.034122,2.59,2.06,Allocated,7,Same side / adjacent side,2026-04-18,Upper Roma St Pickup Zone,10:45 PM,-27.4662,153.01391,22:45:00,2026-04-18 22:45:00
BK04180483,CUST100483,NightMove Cabs,CAB205,DRV240483,Toyota RAV4 Hybrid,SUV,4,Grey,Kelvin Grove staging area,-27.45107,153.014018,1.82,2.04,Allocated,5,Opposite side of stadium precinct,2026-04-18,Cribb St Pickup Bay,11:00 PM,-27.46817,153.00639,23:00:00,2026-04-18 23:00:00
BK04180484,CUST100484,CityLoop Taxi Service,CAB206,DRV240484,Toyota Kluger,SUV,6,Grey,Herston staging area,-27.443407,153.034779,3.68,3.21,Allocated,11,Same side / adjacent side,2026-04-18,Caxton St Pickup Point,09:55 PM,-27.4636,153.01159,21:55:00,2026-04-18 21:55:00
BK04180485,CUST100485,NightMove Cabs,CAB205,DRV240485,Skoda Superb,Sedan,4,White,Toowong staging area,-27.483688,152.99672,2.21,1.8,Allocated,6,Same side / adjacent side,2026-04-18,Baroona Rd Pickup Point,10:25 PM,-27.46849,153.00298,22:25:00,2026-04-18 22:25:00
BK04180486,CUST100486,BlueLine Cabs,CAB203,DRV240486,Toyota RAV4 Hybrid,SUV,4,White,Spring Hill staging area,-27.458943,153.018489,1.32,1.11,Allocated,4,Same side / adjacent side,2026-04-18,Castlemaine St Pickup Zone,11:25 PM,-27.46392,153.00872,23:25:00,2026-04-18 23:25:00
BK04180487,CUST100487,BlueLine Cabs,CAB203,DRV240487,Toyota Corolla Hybrid,Sedan,4,Black,Petrie Terrace staging area,-27.464608,153.011777,0.41,0.14,Allocated,3,Same side / adjacent side,2026-04-18,Petrie Tce Pickup Point,10:00 PM,-27.4657,153.0125,22:00:00,2026-04-18 22:00:00
BK04180488,CUST100488,RiverCity Taxi Network,CAB202,DRV240488,Toyota RAV4 Hybrid,SUV,4,Black,Bardon Edge staging area,-27.473001,152.972563,3.59,3.23,Allocated,12,Same side / adjacent side,2026-04-18,Heussler Tce Pickup Bay,10:25 PM,-27.46542,153.00412,22:25:00,2026-04-18 22:25:00
BK04180489,CUST100489,Metro Cabs Brisbane,CAB201,DRV240489,Hyundai i30 Sedan,Sedan,4,Black,Spring Hill staging area,-27.449497,153.050223,4.56,4.12,Allocated,14,Same side / adjacent side,2026-04-18,Caxton St Pickup Point,10:20 PM,-27.4636,153.01159,22:20:00,2026-04-18 22:20:00
BK04180490,CUST100490,CityLoop Taxi Service,CAB206,DRV240490,Toyota HiAce Commuter,Wheelchair / Maxi Taxi,10,Silver,Newmarket Edge staging area,-27.446149,152.998056,2.49,2.24,Allocated,7,Same side / adjacent side,2026-04-18,Castlemaine St Pickup Zone,10:40 PM,-27.46392,153.00872,22:40:00,2026-04-18 22:40:00
BK04180491,CUST100491,Metro Cabs Brisbane,CAB201,DRV240491,Toyota Kluger,SUV,6,Blue,Red Hill staging area,-27.451435,153.006502,1.7,1.5,Allocated,6,Same side / adjacent side,2026-04-18,Given Tce Pickup Point,11:15 PM,-27.4649,153.00591,23:15:00,2026-04-18 23:15:00
BK04180492,CUST100492,Metro Cabs Brisbane,CAB201,DRV240492,Toyota Camry Hybrid,Sedan,4,Silver,Brisbane City staging area,-27.470149,153.049017,4.04,4.46,Allocated,17,Opposite side of stadium precinct,2026-04-18,Heussler Tce Pickup Bay,10:00 PM,-27.46542,153.00412,22:00:00,2026-04-18 22:00:00
BK04180493,CUST100493,NightMove Cabs,CAB205,DRV240493,Toyota RAV4 Hybrid,SUV,4,White,Toowong staging area,-27.474145,152.974038,3.48,3.12,Allocated,10,Same side / adjacent side,2026-04-18,Heussler Tce Pickup Bay,11:15 PM,-27.46542,153.00412,23:15:00,2026-04-18 23:15:00
BK04180494,CUST100494,CityLoop Taxi Service,CAB206,DRV240494,Toyota Corolla Hybrid,Sedan,4,Blue,South Brisbane staging area,-27.481125,153.019404,1.95,2.24,Allocated,7,Opposite side of stadium precinct,2026-04-18,Given Tce Pickup Point,10:05 PM,-27.4649,153.00591,22:05:00,2026-04-18 22:05:00
BK04180495,CUST100495,NightMove Cabs,CAB205,DRV240495,Kia Carnival,Maxi Taxi,7,Grey,Brisbane City staging area,-27.476355,153.029276,2.34,2.04,Allocated,5,Same side / adjacent side,2026-04-18,Petrie Tce Pickup Point,10:35 PM,-27.4657,153.0125,22:35:00,2026-04-18 22:35:00
BK04180496,CUST100496,BlueLine Cabs,CAB203,DRV240496,Toyota RAV4 Hybrid,SUV,4,Blue,Paddington staging area,-27.461818,153.004913,0.63,0.44,Allocated,3,Same side / adjacent side,2026-04-18,Castlemaine St Pickup Zone,11:20 PM,-27.46392,153.00872,23:20:00,2026-04-18 23:20:00
BK04180497,CUST100497,Metro Cabs Brisbane,CAB201,DRV240497,Toyota Camry Hybrid,Sedan,4,Silver,Newmarket Edge staging area,-27.425587,153.021916,4.76,5.42,Allocated,20,Opposite side of stadium precinct,2026-04-18,Park Rd Pickup Zone,11:00 PM,-27.47197,153.0051,23:00:00,2026-04-18 23:00:00
BK04180498,CUST100498,EventLink Rides,CAB204,DRV240498,Kia Carnival,Maxi Taxi,7,Silver,Brisbane City staging area,-27.473629,153.034436,2.7,2.34,Allocated,6,Same side / adjacent side,2026-04-18,Petrie Tce Pickup Point,10:20 PM,-27.4657,153.0125,22:20:00,2026-04-18 22:20:00
BK04180499,CUST100499,NightMove Cabs,CAB205,DRV240499,Skoda Superb,Sedan,4,Blue,Toowong staging area,-27.480097,152.994176,2.04,1.41,Allocated,4,Same side / adjacent side,2026-04-18,Park Rd Pickup Zone,10:10 PM,-27.47197,153.0051,22:10:00,2026-04-18 22:10:00
BK04180500,CUST100500,EventLink Rides,CAB204,DRV240500,Kia Carnival,Maxi Taxi,7,Silver,Herston staging area,-27.449499,153.030589,2.91,3.55,Allocated,11,Opposite side of stadium precinct,2026-04-18,Park Rd Pickup Zone,10:25 PM,-27.47197,153.0051,22:25:00,2026-04-18 22:25:00
